;ITALIAN
gui/menu/research/description/mech_weapons_spear_superior;La versione riprogettata della Lancia ne aumenta le dimensioni e consente il modding. Materiali migliori migliorano i parametri di battaglia rendendola più letale.
gui/menu/research/description/mech_weapons_swarm_missiles_advanced;Un progetto migliorato per la creazione dello Swarm Missile Launcher. Una costruzione interna più raffinata si traduce in prestazioni più elevate. Spazio disponibile per modifiche.
gui/menu/research/description/mech_weapons_swarm_missiles_extreme;Un progetto migliorato per la creazione dello Swarm Missile Launcher. Una costruzione interna più raffinata si traduce in prestazioni più elevate. Spazio disponibile per modifiche.
gui/menu/research/description/mech_weapons_swarm_missiles_standard;Questo lanciarazzi sperimentale spara salve di razzi in miniatura a un ritmo elevato. L'esplosione di questi razzi è piccola, ma il lanciatore compensa con il numero di proiettili sparati.
gui/menu/research/description/mech_weapons_swarm_missiles_superior;Un progetto migliorato per la creazione dello Swarm Missile Launcher. Una costruzione interna più raffinata si traduce in prestazioni più elevate. Spazio disponibile per modifiche.
gui/menu/research/description/mech_weapons_sword_advanced;La spada rielaborata ha utilizzato leghe di alta qualità che ne migliorano significativamente i parametri di battaglia. Danni, portata e capacità di mod aumentati non sono cose a cui pensare se puoi permetterti di crearla.
gui/menu/research/description/mech_weapons_sword_extreme;La spada rielaborata ha utilizzato leghe di alta qualità che ne migliorano significativamente i parametri di battaglia. Danni, portata e capacità di mod aumentati non sono cose a cui pensare se puoi permetterti di crearla.
gui/menu/research/description/mech_weapons_sword_superior;La spada rielaborata ha utilizzato leghe di alta qualità che ne migliorano significativamente i parametri di battaglia. Danni, portata e capacità di mod aumentati non sono cose a cui pensare se puoi permetterti di crearla.
gui/menu/research/description/morphium_energy_lvl1;Questa ricerca consentirà al Riftbreaker di utilizzare i processi che si verificano naturalmente nel morfio liquido per generare energia e creare centrali elettriche specializzate che sfruttano questa risorsa.
gui/menu/research/description/morphium_energy_lvl2;Un'analisi più dettagliata delle reazioni di fusione che avvengono nel morfio rivela potenziali miglioramenti nella progettazione della centrale elettrica al morfio, che si tradurranno in una migliore resa energetica.
gui/menu/research/description/morphium_energy_lvl3;Un'analisi più dettagliata delle reazioni di fusione che avvengono nel morfio rivela potenziali miglioramenti nella progettazione della centrale elettrica al morfio, che si tradurranno in una migliore resa energetica.
gui/menu/research/description/nuclear_energy_lvl1;Questo pacchetto contiene i progetti necessari per installare le centrali nucleari nella base Riftbreaker. Utilizza barre di combustibile ricavate da uranio arricchito e richiede la fornitura di una qualche forma di liquido refrigerante. Elevata produzione di energia.
gui/menu/research/description/nuclear_energy_lvl2;Progetti riprogettati per la centrale nucleare. Le dimensioni aumentate del reattore interno offrono spazio per più barre di combustibile, il che migliora notevolmente la potenziale produzione di energia.
gui/menu/research/description/nuclear_energy_lvl3;Progetti riprogettati per la centrale nucleare. Le dimensioni aumentate del reattore interno offrono spazio per più barre di combustibile, il che migliora notevolmente la potenziale produzione di energia.
gui/menu/research/description/orbital_scanning;Contiene progetti per uno scanner orbitale che consente al Riftbreaker di rilevare aree di interesse sull'intero pianeta. Viene utilizzato per pianificare missioni oltre il sito di atterraggio iniziale.
gui/menu/research/description/rare_element_mining_lvl1;Questa tecnologia fornisce al Riftbreaker gli strumenti necessari per scavare, estrarre, raffinare e immagazzinare risorse delicate e rare su scala industriale.
gui/menu/research/description/rare_element_mining_lvl2;Aggiorna i progetti per le miniere di elementi rari. Il meccanismo di perforazione migliorato e l'algoritmo di screening raffinato offrono una resa migliore del prodotto finale.
gui/menu/research/description/rare_element_mining_lvl3;Aggiorna i progetti per le miniere di elementi rari. Il meccanismo di perforazione migliorato e l'algoritmo di screening raffinato offrono una resa migliore del prodotto finale.
gui/menu/research/description/renewable_energy_lvl1;La tecnologia delle energie rinnovabili offre al Riftbreaker la possibilità di produrre energia elettrica con l'uso di processi naturali, senza alcun combustibile aggiuntivo. Tali centrali elettriche solitamente hanno una bassa potenza, ma sono economiche e possono essere utilizzate in massa.
gui/menu/research/description/renewable_energy_lvl2;Versioni migliorate di centrali elettriche che utilizzano risorse rinnovabili. Questi schemi contengono una serie di aggiornamenti che rendono le centrali elettriche più adatte all'ambiente galateo, aumentando così la produzione.
gui/menu/research/description/renewable_energy_lvl3;Versioni migliorate di centrali elettriche che utilizzano risorse rinnovabili. Questi schemi contengono una serie di aggiornamenti che rendono le centrali elettriche più adatte all'ambiente galateo, aumentando così la produzione.
gui/menu/research/description/research_station;La stazione di ricerca è un laboratorio autonomo e autoalimentato. Viene utilizzata per condurre esperimenti su oggetti di interesse che non possono essere campionati in nessun altro modo.
gui/menu/research/description/resource_handling_cobalt;Questa tecnologia adatta gli algoritmi di stoccaggio e gestione di Riftbreaker, rendendo possibile la raccolta e l'uso del cobalto. Contiene anche progetti per un Geoscanner universale che viene utilizzato per cercare anomalie sotterranee, come i depositi di cobalto.
gui/menu/research/description/resource_handling_ferdonite;Le proprietà della Ferdonite suggeriscono che potrebbe essere utilizzata per migliorare alcune delle attrezzature e tecnologie del Riftbreaker. Questa ricerca svilupperà metodi di gestione della Ferdonite e ne scoprirà i potenziali utilizzi.
gui/menu/research/description/resource_handling_hazenite;Le proprietà dell'Hazenite suggeriscono che potrebbe essere utilizzata per migliorare alcune delle attrezzature e tecnologie del Riftbreaker. Questa ricerca svilupperà metodi di gestione dell'Hazenite e ne scoprirà i potenziali utilizzi.
gui/menu/research/description/resource_handling_liquid_lvl1;Questa tecnologia contiene schemi per strutture e dispositivi utilizzati nella gestione di liquidi su scala industriale. Questi edifici sono universali e si adattano facilmente a qualsiasi tipo di liquido.
gui/menu/research/description/resource_handling_liquid_lvl2;Una serie di aggiornamenti che incrementano la capacità e la produttività di tutte le strutture che gestiscono risorse in forma liquida.
gui/menu/research/description/resource_handling_liquid_lvl3;Una serie di aggiornamenti che incrementano la capacità e la produttività di tutte le strutture che gestiscono risorse in forma liquida.
gui/menu/research/description/resource_handling_palladium;Le proprietà del palladio suggeriscono che potrebbe essere utilizzato per migliorare alcune delle attrezzature e tecnologie del Riftbreaker. Questa ricerca svilupperà metodi di manipolazione del palladio e ne scoprirà potenziali utilizzi.
gui/menu/research/description/resource_handling_rhodonite;Le proprietà della Rhodonite suggeriscono che potrebbe essere utilizzata per migliorare alcune delle attrezzature e tecnologie del Riftbreaker. Questa ricerca svilupperà metodi di manipolazione della Rhodonite e ne scoprirà i potenziali utilizzi.
gui/menu/research/description/resource_handling_tanzanite;Le proprietà della Tanzanite suggeriscono che potrebbe essere utilizzata per migliorare alcune delle attrezzature e tecnologie del Riftbreaker. Questa ricerca svilupperà metodi di manipolazione della Tanzanite e ne scoprirà i potenziali utilizzi.
gui/menu/research/description/resource_handling_titanium;Le proprietà del titanio suggeriscono che potrebbe essere utilizzato per migliorare alcune delle attrezzature e tecnologie del Riftbreaker. Questa ricerca svilupperà metodi di manipolazione del titanio e ne scoprirà potenziali utilizzi.
gui/menu/research/description/resource_handling_uranium;Le proprietà dell'uranio suggeriscono che potrebbe essere utilizzato per migliorare alcune delle attrezzature e tecnologie del Riftbreaker. Questa ricerca svilupperà metodi di gestione dell'uranio e ne scoprirà i potenziali utilizzi.
gui/menu/research/description/rift_technology;Schemi per la versione in scala ridotta della Rift Technology. Viene utilizzata per muoversi rapidamente in vari punti del pianeta. I portali a basso raggio sono abbastanza stabili da rimanere aperti da soli, eliminando la necessità di elettricità aggiuntiva.
gui/menu/research/description/skill_dodge_roll;Questo programma conferisce al Mecha-Suit la capacità di eseguire una rapida capriola di combattimento. Questa mossa può essere usata per schivare attacchi in arrivo o pericoli ambientali imprevisti, come detriti che cadono o terreno instabile.
gui/menu/research/description/skill_invisibility;Questa ricerca analizza campioni di creature che mostrano la capacità di mimetizzarsi e diventare traslucide. L'obiettivo è replicare tale abilità sotto forma di un modulo di programma per la Mecha-Suit.
gui/menu/research/description/skill_orbital_laser_advanced;Un emettitore laser potenziato fornisce una scarica di energia più concentrata, con conseguenti danni molto più elevati. Quest'arma può essere usata per spianare la strada anche ai nemici più duri.
gui/menu/research/description/skill_orbital_laser_extreme;Un emettitore laser potenziato fornisce una scarica di energia più concentrata, con conseguenti danni molto più elevati. Quest'arma può essere usata per spianare la strada anche ai nemici più duri.
gui/menu/research/description/skill_orbital_laser_standard;Questo modulo di puntamento consente al signor Riggs di impostare un punto di attacco iniziale per un potente laser orbitale. Il laser viaggerà quindi lentamente lungo il terreno allontanandosi dal signor Riggs.
gui/menu/research/description/skill_orbital_laser_superior;Un emettitore laser potenziato fornisce una scarica di energia più concentrata, con conseguenti danni molto più elevati. Quest'arma può essere usata per spianare la strada anche ai nemici più duri.
gui/menu/research/description/skill_power_jump_advanced;Modifiche al programma Power Jump, con l'attivazione dei propulsori in modalità overdrive e l'utilizzo della resistenza inversa nella fase di atterraggio per produrre un'onda d'urto più significativa.
gui/menu/research/description/skill_power_jump_extreme;Modifiche al programma Power Jump, con l'attivazione dei propulsori in modalità overdrive e l'utilizzo della resistenza inversa nella fase di atterraggio per produrre un'onda d'urto più significativa.
gui/menu/research/description/skill_power_jump_standard;Un programma che usa i propulsori incorporati nelle gambe del Mecha-Suit per farlo saltare in aria abbastanza in alto da produrre un'onda d'urto significativa all'atterraggio. Molto utile quando si combattono gruppi di piccole creature e per muoversi rapidamente sul campo di battaglia.
gui/menu/research/description/skill_power_jump_superior;Modifiche al programma Power Jump, con l'attivazione dei propulsori in modalità overdrive e l'utilizzo della resistenza inversa nella fase di atterraggio per produrre un'onda d'urto più significativa.
gui/menu/research/description/skill_radar_pulse;Un modulo contenente un piccolo flipper a impulsi nanowave. Una volta attivato, produce un'immagine radar accurata dell'area circostante. Funziona solo per un breve periodo, ma si ricarica automaticamente dopo ogni utilizzo.
gui/menu/research/description/skill_shockwave_blast_advanced;Questo potenziamento aumenta la frequenza nominale del nucleo di fusione. Di conseguenza, quando il nucleo viene messo in overdrive, l'onda d'urto risultante è più devastante.
gui/menu/research/description/skill_shockwave_blast_extreme;Questo potenziamento aumenta la frequenza nominale del nucleo di fusione. Di conseguenza, quando il nucleo viene messo in overdrive, l'onda d'urto risultante è più devastante.
gui/menu/research/description/skill_shockwave_blast_standard;Questo programma sovraccarica il nucleo del reattore a fusione del campo di gluoni nel cuore della Mecha-Suit. L'aumento dell'attività del nucleo genera molta energia che deve essere rilasciata sotto forma di onda d'urto e piccola esplosione.
gui/menu/research/description/skill_shockwave_blast_superior;Questo potenziamento aumenta la frequenza nominale del nucleo di fusione. Di conseguenza, quando il nucleo viene messo in overdrive, l'onda d'urto risultante è più devastante.
gui/menu/research/description/skill_teleport;Lo scopo di questa ricerca è replicare i salti a brevissimo raggio attraverso il campo Rift che alcune creature galatee sembrano essere in grado di fare. Questi salti sono facilmente controllabili e non richiedono alcuna configurazione aggiuntiva.
gui/menu/research/description/skill_timewarp;Con la tecnologia acquisita tramite questa ricerca dovrebbe essere possibile creare una curvatura in miniatura nello spazio-tempo attorno alla Mecha-Suit. Ciò consentirebbe all'utente di manipolare lo spazio-tempo in una certa misura, rallentando l'ambiente circostante per un breve periodo.
gui/menu/research/description/solid_materials_storage_lvl2;Grazie all'implementazione di un raggio di compattazione di contenimento le risorse per lo stoccaggio vengono ridotte in termini di dimensioni, mantenendone però le proprietà originali. Ciò aumenta notevolmente la capacità complessiva delle unità di stoccaggio.
gui/menu/research/description/solid_materials_storage_lvl3;Grazie all'implementazione di un raggio di compattazione di contenimento le risorse per lo stoccaggio vengono ridotte in termini di dimensioni, mantenendone però le proprietà originali. Ciò aumenta notevolmente la capacità complessiva delle unità di stoccaggio.
gui/menu/research/description/supercooling;Grazie alle scoperte fatte sul Magma Biome è possibile provare a replicare le proprietà rinfrescanti di alcune piante galatee. La sostanza risultante sarebbe un refrigerante molto più efficiente dell'acqua normale.
gui/menu/research/description/supercooling_lvl2;Grazie alle scoperte fatte nel bioma Magmatico è possibile tentare di replicare le proprietà di raffreddamento di alcune piante galateane. La sostanza risultante sarebbe un refrigerante molto più efficiente rispetto all'acqua comune.
gui/menu/research/description/supercooling_lvl3;Grazie alle scoperte fatte nel bioma Magmatico è possibile tentare di replicare le proprietà di raffreddamento di alcune piante galateane. La sostanza risultante sarebbe un refrigerante molto più efficiente rispetto all'acqua comune.
gui/menu/research/description/tower_ammunition_handling_lvl1;Progetti per edifici che producono munizioni per torri difensive. Linee di produzione separate per Mecha-Suit e munizioni per torri eliminano qualsiasi potenziale collo di bottiglia nella consegna delle munizioni. Dotato di bunker specializzati e sicuri per lo stoccaggio delle munizioni.
gui/menu/research/description/tower_ammunition_handling_lvl2;L'introduzione di collettori di microfilamenti migliorati in queste versioni dei progetti aumenta notevolmente la capacità di stoccaggio e produzione delle munizioni.
gui/menu/research/description/tower_ammunition_handling_lvl3;L'introduzione di collettori di microfilamenti migliorati in queste versioni dei progetti aumenta notevolmente la capacità di stoccaggio e produzione delle munizioni.
gui/menu/research/description/tower_lightning_lvl1;Questa ricerca consentirà al Riftbreaker di costruire Torri Fulmine. Queste torri drenano rapidamente tutti gli elettroni liberi dall'ambiente circostante e dirigono un arco elettrico mirato che fornisce una scossa ad alto voltaggio al nemico.
gui/menu/research/description/tower_lightning_lvl2;Le maggiori dimensioni del condensatore consentono a questa versione della Lightning Tower di immagazzinare più carica, consentendo di scaricare un arco elettrico ancora più potente, potenzialmente in grado di raggiungere una gamma più ampia di bersagli.
gui/menu/research/description/tower_lightning_lvl3;Le maggiori dimensioni del condensatore consentono a questa versione della Lightning Tower di immagazzinare più carica, consentendo di scaricare un arco elettrico ancora più potente, potenzialmente in grado di raggiungere una gamma più ampia di bersagli.
gui/menu/research/description/towers_artillery_lvl1;Queste torri difensive sono pensate per combattere gli attaccanti a distanza sparando un proiettile esplosivo a lunga distanza. Estremamente efficaci in combinazione con i radar.
gui/menu/research/description/towers_artillery_lvl2;Un proiettile più avanzato sparato da un lanciarazzi di gluoni molto più grande aumenta i danni inflitti da questa versione della Torre d'artiglieria.
gui/menu/research/description/towers_artillery_lvl3;Un proiettile più avanzato sparato da un lanciarazzi di gluoni molto più grande aumenta i danni inflitti da questa versione della Torre d'artiglieria.
gui/menu/research/description/towers_basic_lvl2;Un miglioramento rispetto alla versione precedente della Sentinel Tower. Costruzione più robusta, proiettili più concentrati, più spazio per le mod.
gui/menu/research/description/towers_basic_lvl3;Un miglioramento rispetto alla versione precedente della Sentinel Tower. Costruzione più robusta, proiettili più concentrati, più spazio per le mod.
gui/menu/research/description/towers_drone_attack_lvl1;Questa non è una torre difensiva nel senso stretto del termine. È un hub che ospita droni d'attacco che si attivano quando un aggressore entra nel raggio d'azione della torre. I droni continuano ad attaccare finché il bersaglio non viene distrutto.
gui/menu/research/description/towers_drone_attack_lvl2;Versione più avanzata della Drone Attack Tower, con più droni disponibili allo stesso costo dell'IA, una struttura più robusta e spazio per le mod.
gui/menu/research/description/towers_drone_attack_lvl3;Versione più avanzata della Drone Attack Tower, con più droni disponibili allo stesso costo dell'IA, una struttura più robusta e spazio per le mod.
gui/menu/research/description/towers_flamer_lvl1;Uno strumento estremamente efficace contro sciami di creature di piccole dimensioni. Avvolge un'area di fronte a sé in fiamme. Le creature colpite da ciò diffondono ulteriormente il fuoco, subiscono danni nel tempo, oltre a danni diretti dal Flamer.
gui/menu/research/description/towers_flamer_lvl2;Questo progetto migliora l'ugello e il sistema di distribuzione del carburante della torre. Le fiamme bruciano molto più calde, causando di conseguenza più danni.
gui/menu/research/description/towers_flamer_lvl3;Questo progetto migliora l'ugello e il sistema di distribuzione del carburante della torre. Le fiamme bruciano molto più calde, causando di conseguenza più danni.
gui/menu/research/description/towers_heavy_artillery_lvl1;Varianti estreme delle torri difensive. L'artiglieria pesante usa getti al plasma per spingere un proiettile con carico nucleare, mentre la torre Mine Layer usa droni minerari automatizzati per bloccare le ondate nemiche in arrivo.
gui/menu/research/description/towers_heavy_artillery_lvl2;I miglioramenti contenuti in questo progetto consentono al Riftbreaker di costruire una versione molto più robusta delle torri pesanti.
gui/menu/research/description/towers_heavy_artillery_lvl3;I miglioramenti contenuti in questo progetto consentono al Riftbreaker di costruire una versione molto più robusta delle torri pesanti.
gui/menu/research/description/towers_laser_lvl1;Il principio è lo stesso del caso dell'arma laser portatile: un emettitore produce onde elettromagnetiche che vengono poi amplificate e dirette in un unico modo in un singolo raggio. La torre non è limitata dalle munizioni, tuttavia, il che la rende più potente.
gui/menu/research/description/towers_laser_lvl2;Aggiornamenti ai componenti della Laser Tower, aumentando di conseguenza le dimensioni del raggio e i danni. Spazio disponibile per altre mod.
gui/menu/research/description/towers_laser_lvl3;Aggiornamenti ai componenti della Laser Tower, aumentando di conseguenza le dimensioni del raggio e i danni. Spazio disponibile per altre mod.
gui/menu/research/description/towers_minigun_lvl1;Una torre difensiva con elevata cadenza di fuoco, estremamente utile sia per controllare la folla che per abbattere singoli bersagli di grandi dimensioni.
gui/menu/research/description/towers_minigun_lvl2;Grazie al motore e alla cinghia di caricamento migliorati, questa versione della Minigun Tower ha una potenza di fuoco molto più elevata rispetto al suo predecessore.
gui/menu/research/description/towers_minigun_lvl3;Grazie al motore e alla cinghia di caricamento migliorati, questa versione della Minigun Tower ha una potenza di fuoco molto più elevata rispetto al suo predecessore.
gui/menu/research/description/towers_morphium_lvl1;Morphium reagisce violentemente alla stimolazione con un proiettore di bosoni, rilasciando energia in direzione opposta. Può essere facilmente trasformato in un'arma e non richiede alimentazione esterna o AI Hub.
gui/menu/research/description/towers_morphium_lvl2;Questo design avanzato della Torre Morphium consente di lanciare il materiale ancora più lontano e con maggiore forza, garantendogli una gittata maggiore e danni maggiori.
gui/menu/research/description/towers_morphium_lvl3;Questo design avanzato della Torre Morphium consente di lanciare il materiale ancora più lontano e con maggiore forza, garantendogli una gittata maggiore e danni maggiori.
gui/menu/research/description/towers_plasma_lvl1;Pistola al plasma ad alta potenza a forma di torre difensiva. Molto efficace contro nemici di grandi dimensioni con resistenza ai danni fisici.
gui/menu/research/description/towers_plasma_lvl2;I propulsori phaser ad argon riprogettati conferiscono a questa versione della Plasma Tower migliori proprietà e spazio per l'installazione di mod.
gui/menu/research/description/towers_plasma_lvl3;I propulsori phaser ad argon riprogettati conferiscono a questa versione della Plasma Tower migliori proprietà e spazio per l'installazione di mod.
gui/menu/research/description/towers_railgun_lvl1;Questa torre difensiva è caratterizzata da una bassa cadenza di fuoco e da un'estrema potenza di fuoco. Sceglie i suoi bersagli in un modo che sfrutta al meglio la sua potente capacità di perforazione.
gui/menu/research/description/towers_railgun_lvl2;Una versione più potente della Railgun Tower con spazio per l'installazione di ulteriori modifiche.
gui/menu/research/description/towers_railgun_lvl3;Una versione più potente della Railgun Tower con spazio per l'installazione di ulteriori modifiche.
gui/menu/research/description/towers_repair_lvl1;Un set di progetti che consente al Riftbreaker di costruire un hub che ospita droni di manutenzione. Una volta che viene rilevato un danno strutturale a un edificio in qualsiasi punto dell'area operativa della torre, vengono inviati droni gestiti dall'IA per ripararlo.
gui/menu/research/description/towers_repair_lvl2;Una variante più avanzata della Repair Facility. Una struttura interna più raffinata consente alla struttura di ospitare un drone aggiuntivo, aumentando il numero di edifici che possono essere riparati simultaneamente da una struttura senza costi AI aggiuntivi.
gui/menu/research/description/towers_repair_lvl3;Una variante più avanzata della Repair Facility. Una struttura interna più raffinata consente alla struttura di ospitare un drone aggiuntivo, aumentando il numero di edifici che possono essere riparati simultaneamente da una struttura senza costi AI aggiuntivi.
gui/menu/research/description/towers_shockwave_lvl1;Una torre difensiva sperimentale che non usa alcun tipo di munizione. Invece, usa un enorme maglio, spinto da propulsori elettroplasmatici per colpire il terreno e creare un'onda d'urto.
gui/menu/research/description/towers_shockwave_lvl2;Progetto per una versione migliorata della Shockwave Tower. Crea un'onda d'urto molto più grande e ha spazio per mod aggiuntive.
gui/menu/research/description/towers_shockwave_lvl3;Progetto per una versione migliorata della Shockwave Tower. Crea un'onda d'urto molto più grande e ha spazio per mod aggiuntive.
gui/menu/research/header;Ricerca
gui/menu/research/hidden_research_name;Ricerca sconosciuta
gui/menu/research/includes;Include:
gui/menu/research/info_alien_speed;Potenzia o costruisci più laboratori per aumentare la velocità della ricerca sugli alieni!
gui/menu/research/info_human_speed;Aggiorna o costruisci più hub di comunicazione per aumentare la velocità di download!
gui/menu/research/name_alien_research;Ricerca sugli alieni
gui/menu/research/name_armor_upgrades;Potenziamenti dell'armatura
gui/menu/research/name_auxiliary_buildings;Edifici ausiliari
gui/menu/research/name_basic_equipment;Equipaggiamento di base
gui/menu/research/name_basic_structures;Strutture di base
gui/menu/research/name_decorations;Decorazioni
gui/menu/research/name_defensive_towers_energy;Torri difensive – Torre Railgun
gui/menu/research/name_defensive_towers_explosive;Torri difensive – Torre d’artiglieria
gui/menu/research/name_defensive_towers_liquid;Torri difensive – Torre della Fiamma
gui/menu/research/name_energy_weapons;Armi energetiche
gui/menu/research/name_environmental_shielding_acid;Schermatura ambientale – Acido
gui/menu/research/name_environmental_shielding_magma;Schermatura ambientale – Magma
gui/menu/research/name_environmental_shielding_radiation;Schermatura ambientale – Radiazioni
gui/menu/research/name_environmental_shielding_sun;Schermatura ambientale – Sole
gui/menu/research/name_explosive_weapons;Armi esplosive
gui/menu/research/name_fluid_weapons;Armi fluide
gui/menu/research/name_fusion_power;Energia da fusione
gui/menu/research/name_gas_power;Energia a gas
gui/menu/research/name_heavy_weapons;Armi pesanti
gui/menu/research/name_leg_upgrades;Aggiornamenti delle gambe
gui/menu/research/name_liquid_resources_transport;Trasporto di risorse liquide
gui/menu/research/name_magma_power;Potere del Magma
gui/menu/research/name_mobile_equipment;Equipaggiamento mobile
gui/menu/research/name_movement;Movimento
gui/menu/research/name_nuclear_power;Energia nucleare
gui/menu/research/name_quantum_cpu;CPU quantistica
gui/menu/research/name_renewable_energy;Energia rinnovabile
gui/menu/research/name_repair_buildings;Riparare gli edifici
gui/menu/research/name_rift_technology;Tecnologia Rift
gui/menu/research/name_sensors;Sensori
gui/menu/research/name_shield_generator_buildings;Generatore di scudi per edifici
gui/menu/research/name_shield_generator_mech;Generatore di scudi per mech
gui/menu/research/name_shield_generator_mech_advanced;Generatore di scudi avanzato per mech
gui/menu/research/name_shields;Scudi
gui/menu/research/name_shotgun_weapons;Armi da fucile
gui/menu/research/name_skill/sensor;Abilità sensoriale
gui/menu/research/name_skill/weaponized;Abilità armata
gui/menu/research/name_small_weapons;Armi leggere
gui/menu/research/name_storage;Magazzinaggio
gui/menu/research/name_time_manipulation;Manipolazione del tempo
gui/menu/research/name_traps_and_mines;Trappole e mine
gui/menu/research/name_water_resource;Risorsa idrica
gui/menu/research/name/alien_flora_cultivation_lvl1;Coltivazione di Flora Aliena – liv. 1
gui/menu/research/name/alien_flora_cultivation_lvl2;Coltivazione di Flora Aliena – liv. 2
gui/menu/research/name/alien_flora_cultivation_lvl3;Coltivazione di Flora Aliena – liv. 3
gui/menu/research/name/alien_research;Ricerca sugli alieni
gui/menu/research/name/alien_research_lvl1;Ricerca Aliena – liv. 1
gui/menu/research/name/alien_research_lvl2;Ricerca Aliena – liv. 2
gui/menu/research/name/alien_research_lvl3;Ricerca Aliena – liv. 3
gui/menu/research/name/alien_research_lvl4;Ricerca Aliena – liv. 4
gui/menu/research/name/alien_research_lvl5;Ricerca Aliena – liv. 5
gui/menu/research/name/armory_lvl2;Armeria – liv. 2
gui/menu/research/name/armory_lvl3;Armeria – liv. 3
gui/menu/research/name/armory_lvl4;Armeria – liv. 4
gui/menu/research/name/armory_lvl5;Armeria – liv. 5
gui/menu/research/name/automated_crystal_harvesting_lvl1;Raccolta Automatica di Cristalli – liv. 1
gui/menu/research/name/automated_crystal_harvesting_lvl2;Raccolta Automatica di Cristalli – liv. 2
gui/menu/research/name/automated_crystal_harvesting_lvl3;Raccolta Automatica di Cristalli – liv. 3
gui/menu/research/name/auxiliary_buildings_lvl1;Edifici Ausiliari – liv. 1
gui/menu/research/name/auxiliary_buildings_lvl2;Edifici Ausiliari – liv. 2
gui/menu/research/name/auxiliary_buildings_lvl3;Edifici Ausiliari – liv. 3
gui/menu/research/name/base_shields_lvl1;Scudi di Base – liv. 1
gui/menu/research/name/base_shields_lvl2;Scudi di Base – liv. 2
gui/menu/research/name/base_shields_lvl3;Scudi di Base – liv. 3
gui/menu/research/name/basic_alien_decorations;Decorazioni aliene di base
gui/menu/research/name/basic_decorations;Decorazioni di base
gui/menu/research/name/basic_energy_production;Produzione di energia di base
gui/menu/research/name/basic_resource_production_lvl2;Produzione di Risorse di Base – liv. 2
gui/menu/research/name/basic_resource_production_lvl3;Produzione di Risorse di Base – liv. 3
gui/menu/research/name/basic_structures;Strutture di base
gui/menu/research/name/biomass_energy_lvl1;Energia da Biomassa – liv. 1
gui/menu/research/name/biomass_energy_lvl2;Energia da Biomassa – liv. 2
gui/menu/research/name/biomass_energy_lvl3;Energia da Biomassa – liv. 3
gui/menu/research/name/buildings_handling;Gestione degli edifici
gui/menu/research/name/carbonium_energy_lvl2;Energia da Carbonio – liv. 2
gui/menu/research/name/carbonium_energy_lvl3;Energia da Carbonio – liv. 3
gui/menu/research/name/carbonium_synthesizer_lvl1;Sintetizzatori di Risorse – liv. 1
gui/menu/research/name/carbonium_synthesizer_lvl2;Sintetizzatori di Risorse – liv. 2
gui/menu/research/name/carbonium_synthesizer_lvl3;Sintetizzatori di Risorse – liv. 3
gui/menu/research/name/consumable_gravity_grenade_advanced;Granata gravitazionale – Avanzata
gui/menu/research/name/consumable_gravity_grenade_extreme;Granata gravitazionale – Estremo
gui/menu/research/name/consumable_gravity_grenade_standard;Granata gravitazionale – Standard
gui/menu/research/name/consumable_gravity_grenade_superior;Granata gravitazionale – Superiore
gui/menu/research/name/consumable_grenade_advanced;Granata – Avanzata
gui/menu/research/name/consumable_grenade_extreme;Granata – Estremo
gui/menu/research/name/consumable_grenade_standard;Granata – Standard
gui/menu/research/name/consumable_grenade_superior;Granata – Superiore
gui/menu/research/name/consumable_nuclear_mine_advanced;Miniera nucleare – Avanzata
gui/menu/research/name/consumable_nuclear_mine_extreme;Miniera nucleare – Estremo
gui/menu/research/name/consumable_nuclear_mine_standard;Miniera nucleare – Standard
gui/menu/research/name/consumable_nuclear_mine_superior;Miniera nucleare – Superior
gui/menu/research/name/consumable_proximity_mine_advanced;Mina di prossimità – Avanzata
gui/menu/research/name/consumable_proximity_mine_cryo_advanced;Miniera criogenica – Avanzata
gui/menu/research/name/consumable_proximity_mine_cryo_extreme;Miniera criogenica – Estremo
gui/menu/research/name/consumable_proximity_mine_cryo_standard;Miniera criogenica – Standard
gui/menu/research/name/consumable_proximity_mine_cryo_superior;Miniera criogenica – Superiore
gui/menu/research/name/consumable_proximity_mine_extreme;Mina di prossimità – Estrema
gui/menu/research/name/consumable_proximity_mine_superior;Miniera di prossimità – Superiore
gui/menu/research/name/consumable_repair_advanced;Riparazione Mech – Avanzata
gui/menu/research/name/consumable_repair_extreme;Riparazione Mech – Estremo
gui/menu/research/name/consumable_repair_superior;Riparazione Mech – Superiore
gui/menu/research/name/consumable_scanner_turret_advanced;Sentry Bioscanner – Avanzato
gui/menu/research/name/consumable_scanner_turret_extreme;Bioscanner Sentry – Estremo
gui/menu/research/name/consumable_scanner_turret_standard;Bioscanner Sentry – Standard
gui/menu/research/name/consumable_scanner_turret_superior;Sentry Bioscanner – Superiore
gui/menu/research/name/consumable_sentry_gun_advanced;Sentry Gun – Avanzato
gui/menu/research/name/consumable_sentry_gun_extreme;Mitragliatrice – Estremo
gui/menu/research/name/consumable_sentry_gun_standard;Mitragliatrice – Standard
gui/menu/research/name/consumable_sentry_gun_superior;Mitragliatrice – Superiore
gui/menu/research/name/cryo_technology;Tecnologia criogenica
gui/menu/research/name/decorations_lvl2;Decorazioni – liv. 2
gui/menu/research/name/defensive_buildings_lvl1;Edifici Difensivi – liv. 1
