;ITALIAN
DIALOG/encounters/mech_anomaly_detected_01_d;W tej strefie dzieje się coś dziwnego. Uzyskuję odczyty, które odbiegają od warunków panujących w otoczeniu.
DIALOG/encounters/mech_anomaly_detected_01_e;Moje urządzenia wykrywają nietypowe wahania sygnału w tej lokalizacji. Na razie nie wiadomo, co je powoduje.
DIALOG/encounters/ashley_anomaly_detected_01_a;Ciekawe. Czy możesz zlokalizować ich źródło?
DIALOG/encounters/ashley_anomaly_detected_01_b;Czy możesz wskazać źródło?
DIALOG/encounters/ashley_anomaly_detected_01_c;Ok, masz moją uwagę. Czy możesz mi podać jakieś szczegóły?
DIALOG/encounters/ashley_anomaly_detected_01_d;Odnotowano. Czy możesz podać współrzędne źródła?
DIALOG/encounters/ashley_anomaly_detected_01_e;Rozumiem. Czy możesz wyjaśnić, na czym polega ta anomalia?
DIALOG/encounters/mech_anomaly_detected_02_a;Tak, ale potrzebuję trochę czasu, aby zebrać więcej danych.
DIALOG/encounters/mech_anomaly_detected_02_b;Odczyty są niespójne. Potrzebuję więcej czasu na analizę danych.
DIALOG/encounters/mech_anomaly_detected_02_c;Jestem w trakcie triangulacji położenia. Poczekaj na zaktualizowane współrzędne. Może to trochę potrwać.
DIALOG/encounters/mech_anomaly_detected_02_d;Ho rilevato un modello, ma è troppo debole per determinarne concludentemente l’origine. Dammi più tempo per analizzare i dati.
DIALOG/encounters/mech_anomaly_detected_02_e;I miei dati sono frammentati. Ho bisogno di più tempo per ricostruire il punto d’origine.
DIALOG/encounters/ashley_anomaly_detected_02_a;Ok, w międzyczasie spróbujmy znaleźć to sami.
DIALOG/encounters/ashley_anomaly_detected_02_b;W porządku, ruszamy dalej i zobaczymy, co się wydarzy.
DIALOG/encounters/ashley_anomaly_detected_02_c;Rozumiem. Będę kontynuowała poszukiwania, dopóki nie będziesz miał czegoś konkretnego.
DIALOG/encounters/ashley_anomaly_detected_02_d;Chyba na razie będziemy musieli zrobić to po staremu. Poszukamy i zobaczymy, co znajdziemy.
DIALOG/encounters/ashley_anomaly_detected_02_e;Daj mi znać, kiedy będziesz miał coś konkretnego. Ja idę dalej.
DIALOG/encounters/mech_anomaly_location_01_a;Analisi dei dati completata. Ho un’ubicazione approssimativa dell’anomalia rilevata in precedenza.
DIALOG/encounters/mech_anomaly_location_01_b;Ho terminato l’elaborazione dei dati dell’anomalia registrata pochi minuti fa. Ne ho segnato la posizione approssimativa.
DIALOG/encounters/mech_anomaly_location_01_c;I risultati della precedente scansione dell’anomalia sono conclusivi. Sto caricando la sua posizione stimata sulla nostra mappa.
DIALOG/encounters/mech_anomaly_location_01_d;Ho finito di analizzare i segnali dell’anomalia osservata in precedenza. Ne ho segnato la posizione approssimativa.
DIALOG/encounters/mech_anomaly_location_01_e;Ho terminato l’elaborazione dei dati dell’anomalia registrata in precedenza. Ho calcolato una posizione approssimativa da investigare.
DIALOG/encounters/ashley_anomaly_location_01_a;Świetnie. Zaznacz to na naszej mapie i sprawdźmy, co to jest.
DIALOG/encounters/ashley_anomaly_location_01_b;No dobrze, zobaczmy, z czym mamy do czynienia.
DIALOG/encounters/ashley_anomaly_location_01_c;Świetnie. Ciekawiło mnie, co jest źródłem tego sygnału.
DIALOG/encounters/ashley_anomaly_location_01_d;Dobrze. Nie zwlekajmy z rozwiązaniem tej zagadki.
DIALOG/encounters/ashley_anomaly_location_01_e;Świetnie. Sprawdźmy, co to jest.
DIALOG/encounters/mech_jungle_volcano_01;Ashley, sto registrando un picco termico netto proprio davanti a noi. Quell’area sembra geologicamente instabile.
DIALOG/encounters/ashley_jungle_volcano_01;Tak, widzę. To aktywna szczelina wulkaniczna.
DIALOG/encounters/mech_jungle_volcano_02;Fai attenzione, Ashley. Rilevo una forte presenza ostile nelle vicinanze.
DIALOG/encounters/ashley_jungle_volcano_02;Nie wiedziałam, że ten obszar jest aktywny wulkanicznie. To spore zaskoczenie zobaczyć wulkan w tym miejscu.
DIALOG/encounters/mech_jungle_volcano_03;Galatea 37 è un pianeta giovane con molta attività tettonica. La vita qui ha iniziato a formarsi molto più rapidamente che sulla Terra.
DIALOG/encounters/ashley_jungle_volcano_03;Z pewnością jest mniej stabilna, co sprawia, że jest bardziej niebezpieczna, ale otwiera też wiele możliwości. Moglibyśmy na przykład wykorzystać złoża gazu i minerałów wokół tej szczeliny.
DIALOG/encounters/mech_jungle_volcano_04;Buona idea, Ashley.
DIALOG/encounters/ashley_jungle_hostile_hive_01;Wow, tutaj jest naprawdę ładnie. Ta woda wygląda na bardzo czystą!
DIALOG/encounters/mech_jungle_hostile_hive_01;Attenta, Ashley. Questo paesaggio idilliaco potrebbe essere ingannevole. Rilevo diversi nidi ostili nelle vicinanze.
DIALOG/encounters/ashley_jungle_hostile_hive_02;Zrozumiałam, panie Riggs. Zabezpieczmy teren. Jak tylko będzie bezpieczniej, chcę się temu bliżej przyjrzeć.
DIALOG/encounters/ashley_jungle_hostile_hive_03_a;Nie widzieliśmy wcześniej tych stworzeń, nie wyglądały na pochodzące z strefy tropikalnej.
DIALOG/encounters/ashley_jungle_hostile_hive_03_b;Skąd się tu wzięły te Stickridy? Nigdy wcześniej nie widzieliśmy ich poza Grzybowym Bagnem. Nie widzę tutaj śladów kolonii grzybiczych, który widzieliśmy tam.
DIALOG/encounters/mech_jungle_hostile_hive_02;Devono essere migrati qui da un altro bioma. Tuttavia, non riesco a rilevare alcuna traccia visibile della migrazione. Non è chiaro come siano arrivati fin qui.
DIALOG/encounters/ashley_jungle_hostile_hive_04;Wygląda na to, że miały trudności z przystosowaniem się do tego środowiska. Praktycznie całkowicie ogołociły ten obszar. Nie jestem pewna, czy byłyby w stanie przetrwać tu przez dłuższy czas. Tak czy inaczej, z pewnością znalazły świetne miejsce na rozbicie obozu. Może moglibyśmy założyć mały posterunek między jeziorami, żeby od czasu do czasu tu zaglądać i podziwiać widoki.
DIALOG/encounters/mech_jungle_hostile_hive_03;Sicuramente, sembra una ragione perfettamente logica per costruire una base. Tuttavia, battute a parte, questo luogo sembra facile da difendere, quindi potrebbe anche avere senso.
DIALOG/encounters/mech_desert_iceberg_01;Ashley, rilevo un brusco calo di temperatura poco avanti. La variazione è anomala per questo bioma.
DIALOG/encounters/ashley_desert_iceberg_01;Co? Czy to te same rośliny, które widzieliśmy w obszarze wulkanicznym?
DIALOG/encounters/mech_desert_iceberg_02;Affermativo, sono loro i responsabili del forte picco di temperatura attorno a questa montagna.
DIALOG/encounters/ashley_desert_iceberg_02;Ciekawe, dane, które zebraliśmy wcześniej na temat tego gatunku sugerowały, że wszczyna on silną reakcję chemiczną pod wpływem określonych gazów wulkanicznych. Być może właśnie teraz chodzimy po aktywnym wulkanie.
DIALOG/encounters/mech_desert_iceberg_03;Possiamo verificarlo con il Geoscanner, Ashley.
DIALOG/encounters/ashley_desert_iceberg_03;Słuszna uwaga, przeszukajmy okolice tych skał.
DIALOG/encounters/mech_desert_iceberg_04;Attenzione! Un gruppo di creature ostili si sta dirigendo verso di noi. Preparati alla battaglia.
DIALOG/encounters/mech_desert_iceberg_05;Minaccia eliminata. Possiamo continuare la nostra indagine, Ashley.
DIALOG/encounters/ashley_desert_iceberg_04;Dane z geoskanera rzeczywiście potwierdzają, że znajdujemy się w samym środku starożytnej kaldery, w której występuje pewna aktywność wulkaniczna. W pobliżu wykryłam również złoża rudy tytanu. Warunki te są wystarczające, aby rośliny ze strefy wulkanicznej mogły przetrwać. Nie wyjaśnia to jednak, w jaki sposób się tu znalazły. Czy są one pozostałością po starożytnej kolonii roślin, czy też przybyły tu niedawno? Zanotuję to dla przyszłych naukowców, aby mogli zbadać tę kwestię bardziej szczegółowo.
DIALOG/encounters/mech_desert_iceberg_06;Dal momento che sei la prima a fare questa scoperta, vuoi darle un nome?
DIALOG/encounters/ashley_desert_iceberg_05;Masz rację. Nazwijmy to miejsce Górą Krocoon.
DIALOG/encounters/mech_desert_iceberg_07;Un nome appropriato, Ashley. Ci hanno dato filo da torcere, qui.
DIALOG/encounters/mech_desert_hands_01;Attenzione. I livelli di radiazione stanno aumentando. La quantità di particelle Alfa e Beta che colpiscono i miei sensori è fuori scala. Le emissioni di raggi gamma sono meno intense, ma stanno lentamente avvicinandosi a livelli pericolosi.
DIALOG/encounters/ashley_desert_hands_01;Chwileczkę... widzisz to? Te skalne filary — powiedz mi, że nie tylko ja widzę gigantyczne dłonie wystające z ziemi.
DIALOG/encounters/mech_desert_hands_02;Affermativo, vedo le formazioni. Tuttavia non assomigliano a mani in alcun senso strutturale. Stai sperimentando un effetto psicologico noto come pareidolia.
DIALOG/encounters/ashley_desert_hands_02;Słucham?
DIALOG/encounters/mech_desert_hands_03;La pareidolia è la tendenza umana a percepire forme familiari — come volti o arti — in pattern visivi casuali o ambigui. Queste formazioni rocciose sono coincidenze.
DIALOG/encounters/ashley_desert_hands_03;A co z podwyższonym poziomem promieniowania?
DIALOG/encounters/mech_desert_hands_04;La radiazione Alfa e Beta è un prodotto naturale del decadimento radioattivo. Queste strutture sono composte principalmente da ricco minerale di torio. È molto più radioattivo di qualsiasi minerale di torio reperibile sulla Terra, ma non sembra fuori luogo in questo deserto radioattivo.
DIALOG/encounters/ashley_desert_hands_04;Chyba masz rację. Tak czy inaczej, to mnie przeraża. Nie chciałbym mieć bazy w pobliżu tej rzeczy.
DIALOG/encounters/mech_acid_arachnoid_pit_01;Uwaga! Wykryłem ślady dwóch stworzeń klasy Omega. Znajdują się tuż za skałami przed nami. Zachowaj szczególną ostrożność.
DIALOG/encounters/ashley_acid_arachnoid_pit_01;Ciekawe, to bardzo nietypowa konfiguracja. Zazwyczaj pojawiają się pojedynczo. Sprawdźmy, czy nie strzegą czegoś.
DIALOG/encounters/ashley_acid_arachnoid_pit_02;Bardzo rzadko zdarza się widzieć wiele bioanomalii tak blisko siebie. To miejsce wydaje się bardzo dziwne.
DIALOG/encounters/mech_acid_arachnoid_pit_02;Nadal nie wiemy, czym są te bioanomalie ani jak powstają. Datowanie radiometryczne izotopów neodymu sugeruje, że są one prawdopodobnie starsze niż większość form życia na tej planecie.
DIALOG/encounters/ashley_acid_arachnoid_pit_03;Widzieliśmy je wiele razy na całym świecie. W każdym biomie mają inne cechy, ale zawsze pokryte są dziwnym rodzajem narośli. Próbowałam zebrać ich próbki, ale zawsze się rozpadają, gdy próbujemy to zrobić.
DIALOG/encounters/mech_acid_arachnoid_pit_03;Ataki, które te bioanomalie przyciągają do nas, wydają się być ich mechanizmem obronnym.
DIALOG/encounters/ashley_acid_arachnoid_pit_04;Tak, też tak myślę. Najwyraźniej chcą, żeby zostawić je w spokoju. Nigdy nie widzieliśmy, żeby któreś z rodzimych gatunków nawiązywało z nimi interakcję. Nie wydają się też mieć wpływu na otaczające je środowisko. Prawie jakby były niewidzialne.
DIALOG/encounters/mech_acid_arachnoid_pit_04;Mogą to być starożytne systemy monitorowania środowiska lub pozostałości jakiejś wyspecjalizowanej formy życia.
DIALOG/encounters/ashley_acid_arachnoid_pit_05;Trudno to stwierdzić bez zebrania większej ilości danych. Być może uda nam się coś odkryć, jeśli będziemy je nadal otwierać. Jestem przekonana, że w ten czy inny sposób uda nam się znaleźć coś przydatnego.
DIALOG/encounters/ashley_acid_hostile_nest_01;To niezwykłe. Widzę czarny dym przed nami. Albo coś się pali, albo tam jest aktywny wulkan.
DIALOG/encounters/mech_acid_hostile_nest_01;Wykrywam wiele sygnatur cieplnych w tym obszarze. Prawdopodobnie jest to niewielki strumień lawy wypływający z otwartej szczeliny.
DIALOG/encounters/ashley_acid_hostile_nest_02;W tej części świata nie widzieliśmy zbyt wielu wulkanów, więc sprawdźmy to.
DIALOG/encounters/mech_acid_hostile_nest_02;Niebezpieczeństwo! Przed nami znajduje się wiele gniazd wrogich stworzeń.
DIALOG/encounters/ashley_acid_hostile_nest_03;To gniazdo pośrodku jest naprawdę ogromne. To będzie ciężka walka.
DIALOG/encounters/mech_acid_hostile_nest_03;Usunęliśmy wszystkie gniazda wrogich stworzeń w tym obszarze.
DIALOG/encounters/ashley_acid_hostile_nest_04;Dobrze, to było dość nieoczekiwane spotkanie. Gatunek ten zazwyczaj nie pojawia się na Kwaśnych Równinach. Musiały migrować w kierunku szczeliny wulkanicznej.
DIALOG/encounters/ashley_magma_morphium_01;Hej, panie Riggs. Spójrz tam. Czy to Morphium?
DIALOG/encounters/mech_magma_morphium_01;Sembra di sì. Avvicinati, così possiamo verificarlo.
DIALOG/encounters/mech_magma_morphium_02;Ashley, confermo che si tratta di una pozza di Morfium. Le rocce intorno corrispondono a quelle della Valle Metallica.
DIALOG/encounters/ashley_magma_morphium_02;To musi być krater uderzeniowy po jednym z meteorytów X-Morphów. Możemy stąd pobrać Morphium, ale powinniśmy uważać na wszelkie zbuntowane replikanty, które mogą krążyć w okolicy.
DIALOG/encounters/ashley_magma_acid_01;Spójrz, zbiornik ze szlamem. Nie widzieliśmy tu takich wcześniej.
DIALOG/encounters/mech_magma_acid_01;Affermativo. Si sarebbe rapidamente evaporata nella maggior parte di quest’area, ma la temperatura qui intorno è sensibilmente più bassa. Solo 362 kelvin in questa piccola depressione.
DIALOG/encounters/ashley_magma_acid_02;Chyba widzę dużą bioanomalię pośrodku zbiornika. Chodźmy to sprawdzić.
DIALOG/encounters/ashley_magma_acid_03;Ten zbiornik szlamu ma intrygujący spiralny kształt. Zastanawiam się, czy to przypadek.
DIALOG/encounters/mech_magma_acid_02;Stai vedendo cose, Ashley. È solo la tua immaginazione umana che ti gioca brutti scherzi.
DIALOG/encounters/ashley_metallic_trap_01;Hej, co to jest? Zza tych skał dochodzi silne światło. Chodźmy zobaczyć, co to jest.
DIALOG/encounters/mech_metallic_trap_01;Pericolo! Unità ostili in arrivo da tutte le direzioni.
DIALOG/encounters/ashley_metallic_trap_02;To pułapka! Podnieś osłony, panie Riggs.
DIALOG/encounters/ashley_metallic_trap_03;Zastawili na nas pułapkę, panie Riggs. Musimy być wyjątkowo ostrożni w Dolinie Metalicznej. Nie mamy pojęcia, ile jeszcze pozostało tych X-Morphów.
DIALOG/encounters/mech_metallic_trap_02;Hai sollevato un buon punto, Ashley. Tuttavia, penso sia logico supporre che se avessero ancora un vero potere, avrebbero già conquistato il pianeta. Il rischio maggiore che affrontiamo qui è probabilmente legato all’attivazione di sistemi di sicurezza dormienti.
DIALOG/encounters/ashley_metallic_trap_04;Takich jak ten tutaj.
DIALOG/encounters/mech_metallic_trap_03;Esattamente.
DIALOG/encounters/ashley_metallic_trap_05;A co by było, gdyby system bezpieczeństwa zaczął się sam replikować?
DIALOG/encounters/mech_metallic_trap_04;Sì, teoricamente potrebbe diventare un problema. Tuttavia, i sistemi di sicurezza sono solitamente autonomi e isolati. Il rischio di attivare una coscienza auto-replicante è vicino allo zero. Se vuoi ridurre questa possibilità, allora dovresti probabilmente smettere di attivare manufatti sconosciuti.
DIALOG/encounters/ashley_metallic_trap_06;To nie wchodzi w grę. Jak już, to mam zamiar aktywować ich jeszcze więcej. Nie boję sie ich.
DIALOG/encounters/mech_metallic_trap_05;A volte faccio fatica a capire perché ti abbiano scelta per guidare questa missione.
DIALOG/encounters/ashley_metallic_trap_07;Osoby, które preferują pracę w domu, nie zostają Riftbreakerami, panie Riggs.
DIALOG/encounters/mech_metallic_mud_01;Ashley, ho rilevato qualcosa che potrebbe interessarti.
DIALOG/encounters/ashley_metallic_mud_01;Co to jest?
DIALOG/encounters/mech_metallic_mud_02;Quel baratro laggiù contiene acqua e vegetazione tropicale. Avvicinati al bordo se vuoi vederlo.
DIALOG/encounters/ashley_metallic_mud_02;O, to zaskakujące. Ta dziura nie jest aż tak głęboka. Warstwa metalu ma tylko kilka metrów grubości.
DIALOG/encounters/mech_metallic_mud_03;Siamo vicino al bordo del cratere della Valle Metallica, quindi ha senso.
DIALOG/encounters/ashley_metallic_mud_03;Pierwsza rzecz, która przychodzi mi teraz do głowy, to fakt, że meteoryt, który stworzył ten krater, musiał być ogromny. Musiało to być wydarzenie, które spowodowało masowe wymieranie gatunków.
DIALOG/encounters/mech_metallic_mud_04;Il cratere è grande, ma la sua forma e la deformazione delle strutture geografiche circostanti indicano che l’impatto non è stato così disastroso come potresti pensare. La sua velocità potrebbe essere stata più bassa del previsto oppure la densità era inferiore rispetto a quella di un tipico asteroide di metalli pesanti.
DIALOG/encounters/ashley_metallic_mud_04;Być może X-Morphy próbowały zwolnić przed uderzeniem w planetę, a asteroida mogła być pusta w środku, jak statek kosmiczny.
DIALOG/encounters/mech_metallic_mud_05;Sì, sembra plausibile.
DIALOG/encounters/ashley_metallic_mud_05;Szkoda, że nie mogliśmy dłużej z nimi porozmawiać.
DIALOG/encounters/mech_metallic_mud_06;Chissà, forse un giorno avremo ancora quell’occasione.
DIALOG/encounters/mech_metallic_factory_01;Attenzione! Ci stiamo avvicinando a una biofabbrica X-Morph dormiente. Procedi con estrema cautela.
DIALOG/encounters/ashley_metallic_factory_01;Jest ogromna, widzę ją aż stąd.
DIALOG/encounters/ashley_metallic_factory_02;O nie. Rusza się! Musimy ją zniszczyć, panie Riggs. Nie możemy jej tak zostawić.
DIALOG/encounters/mech_metallic_factory_02;Biofabbrica X-Morph distrutta. Obiettivo completato.
DIALOG/encounters/ashley_metallic_factory_03;Była znacznie większa od tych, które widzieliśmy wcześniej. Myślę, że uruchomiła się z powodu naszej obecności. Ciekawe, ile takich maszyn nadal tu pozostało.
DIALOG/encounters/mech_metallic_factory_03;Non credo sia rilevante. Non sembrano rappresentare alcun pericolo se lasciate indisturbate. Inoltre, non sembrano più possedere un’intelligenza centralizzata.
DIALOG/encounters/ashley_metallic_factory_04;Mam nadzieję, że ma pan rację, panie Riggs. Mam nadzieję, że ma pan rację.
DIALOG/encounters/mech_caverns_magnet_01;Attenzione! Rilevato potente disturbo magnetico.
DIALOG/encounters/ashley_caverns_magnet_01;Blokuje nasze czujniki. Systemy nawigacyjne są wyłączone i nie możemy stąd wyskoczyć.
DIALOG/encounters/mech_caverns_magnet_02;La fonte di questa anomalia magnetica dev’essere molto potente, ma non dovrebbe essere troppo difficile localizzarla. Dovremmo trovarla e neutralizzarla. Altrimenti, esplorare quest’area sarà molto difficile.
DIALOG/encounters/ashley_caverns_magnet_02;Znaleźliśmy to, panie Riggs. To ogromna skała magnetyczna, znacznie większa od tych, które widzieliśmy w obszarze wulkanicznym.
DIALOG/encounters/mech_caverns_magnet_03;Questo è troppo grande per essere distrutto con armi acide. Probabilmente non possiamo farci nulla. La soluzione migliore è evitare quest’area.
DIALOG/encounters/ashley_caverns_magnet_03;Myślę, że jest na to sposób. Możemy zbudować wokół niego stabilizatory magnetyczne i wykorzystać je do znalezienia częstotliwości rezonansowej. Następnie możemy wyemitować silny impuls magnetyczny o częstotliwości, która mogłaby zdestabilizować te skały i, miejmy nadzieję, rozbić je.
DIALOG/encounters/mech_caverns_magnet_04;Potremmo provare a farlo. Tuttavia, gli Stabilizzatori Magnetici sono molto costosi da costruire. Non siamo sicuri che questa procedura funzionerebbe. E non c’è assolutamente alcun beneficio economico in un’impresa del genere. Dopo un’attenta analisi e un’approfondita ricerca dei dati suggerisco una soluzione più efficace: allontaniamoci da qui.
DIALOG/encounters/ashley_caverns_magnet_04;Cóż, po dokładnym rozważeniu zgadzam się z twoją propozycją. Po prostu stąd uciekajmy.
DIALOG/encounters/mech_caverns_green_energy_01;Attenzione! Rilevata radiazione pericolosa. Stiamo avvicinandoci a una forte sorgente di raggi gamma.
DIALOG/encounters/ashley_caverns_green_energy_01;Zrozumiałam, panie Riggs. Podejdźmy bliżej, żeby zobaczyć, co to jest.
DIALOG/encounters/ashley_caverns_green_energy_02;Wow, to wygląda jak naturalny reaktor jądrowy. Choć może to wydawać się zaskakujące, takie rzeczy istniały nawet na Ziemi.
DIALOG/encounters/mech_caverns_green_energy_02;Rilevo ricchi giacimenti di minerale di uranio intorno a questo sito. Puoi provare a cercarli con il Geoscanner.
DIALOG/encounters/ashley_caverns_green_energy_03;Dobry pomysł, panie Riggs. Zobaczmy, co uda nam się znaleźć.
DIALOG/encounters/ashley_swamp_octopus_01;Wow, popatrz tam, panie Riggs. Co to jest?
DIALOG/encounters/mech_swamp_octopus_01;Fai attenzione, Ashley, non sappiamo se è ostile oppure no.
DIALOG/encounters/ashley_swamp_octopus_02;Podejdźmy bliżej, żeby zobaczyć, co to jest.
DIALOG/encounters/mech_swamp_octopus_02;Non sembra accorgersi della nostra presenza. Dovremmo essere al sicuro qui.
DIALOG/encounters/ashley_swamp_octopus_03;Na początku wyglądało to jak gigantyczna, szalejąca ośmiornica spowita chmurą dymu, ale jej ruchy nie są chaotyczne. Powtarza w kółko te same czynności. Myślę, że tym ruchem rozprzestrzenia chmurę zarodników.
DIALOG/encounters/mech_swamp_octopus_03;Confermo, Ashley. Sembrava pericoloso per via delle sue dimensioni, ma sembra innocuo.
DIALOG/encounters/ashley_swamp_octopus_04;Flora i fauna w Grzybowym Bagnie są dziwniejsze niż wszystko, co kiedykolwiek widziałam. To coś stoi tuż obok Poogretów, Garlimonium i Cancerotha. Wygląda to tak, jakby ktoś przeczytał zbyt wiele książek H.P. Lovecrafta.
DIALOG/encounters/mech_swamp_octopus_04;Il piacere, per me, è la meraviglia: l’inesplorato, l’inaspettato, ciò che è nascosto e ciò che non cambia e si cela dietro la mutevolezza apparente. Scoprire il remoto nell’immediato, l’eterno nell’effimero, il passato nel presente, l’infinito nel finito: queste, per me, sono le fonti della meraviglia e della bellezza.
DIALOG/encounters/ashley_swamp_octopus_05;Brzmi to tak, jakby marzył o zostaniu Riftbreakerem.
DIALOG/encounters/ashley_swamp_stump_01;Wow, spójrz tam, panie Riggs. Chyba znaleźliśmy pozostałości kolejnego Wielkiego Grzybowego Drzewa.
DIALOG/encounters/mech_swamp_stump_01;Sì, quel ceppo è enorme.
DIALOG/encounters/ashley_swamp_stump_02;Podejdźmy bliżej, żeby to sprawdzić.
DIALOG/encounters/ashley_swamp_stump_03;Wygląda na bardzo stare. Musiało być piękne, kiedy jeszcze żyło. System korzeniowy pod nim jest bardzo dobrze widoczny. Fascynujące byłoby zbadanie jaskiń pod nim.
DIALOG/encounters/mech_swamp_stump_02;Forse un’altra volta, Ashley. Abbiamo già abbastanza da fare in superficie.
DIALOG/encounters/mech_swamp_stump_03;Guarda qui, Ashley. Parabiani. La stessa specie parassitaria che ha infettato Il Grande Albero dei Funghi.
DIALOG/encounters/ashley_swamp_stump_04;Ciekawe, wygląda na to, że żywią się tym, co tu zostało. To drzewo obumarło z przyczyn naturalnych. Nie zostało zaatakowane przez Cierniorośl. Chyba nie ma sensu przeszkadzać tym owadom. Natura zrobiła swoje.
gui/hud/objective_name/encounter/hostile_hive;Zniszcz wszystkie wrogie gniazda.
gui/hud/objective_name/generic/nest_plutrodon;Powstrzymaj ataki Plutrodonów.
gui/hud/objective_name/generic/nest_stickrid;Powstrzymaj ataki Stickridów.
gui/hud/objective_name/generic/nest_fungor;Powstrzymaj ataki Fungorów.
gui/hud/objective_name/generic/investigate_encounter;Zbadaj to zjawisko.
gui/hud/objective_name/generic/magnetic_anomaly;Zlokalizuj anomalię magnetyczną.
gui/hud/objective_name/story/global.endgame.power_hydroponic;Alimenta il Laboratorio di Sostenibilità Idroponica.
gui/hud/objective_name/story/global.endgame.power_nanobot;Alimenta il Centro di Controllo dello Sciame Nanobot.
gui/hud/objective_name/story/global.endgame.power_ghl;Alimenta la Lente Ipergravitazionale.
gui/hud/objective_name/story/global.endgame.power_workshop;Alimenta l’Officina di Arcologia.
gui/hud/objective_name/story/global.endgame.rift_progress;Caricamento della Stazione Primaria di Fenditura:
gui/hud/objective_name/story/global.endgame.build_gravitational_hyper_lens_lvl_1;Costruisci la Lente Ipergravimetrica.
gui/hud/objective_name/story/global.endgame.build_gravitational_hyper_lens_lvl_2;Costruisci la Lente Ipergravimetrica liv. 2.
gui/hud/objective_name/story/global.endgame.build_gravitational_hyper_lens_lvl_3;Costruisci la Lente Ipergravimetrica liv. 3.
gui/hud/objective_name/story/global.endgame.build_gravitational_hyper_lens_lvl_4;Costruisci la Lente Ipergravimetrica liv. 4.
gui/hud/objective_name/story/global.endgame.build_nanobot_center_lvl_1;Costruisci il Centro Nanobot.
gui/hud/objective_name/story/global.endgame.build_nanobot_center_lvl_2;Costruisci il Centro Nanobot liv. 2.
gui/hud/objective_name/story/global.endgame.build_nanobot_center_lvl_3;Costruisci il Centro Nanobot liv. 3.
gui/hud/objective_name/story/global.endgame.build_nanobot_center_lvl_4;Costruisci il Centro Nanobot liv. 4.
gui/hud/objective_name/story/global.endgame.build_hydroponic_lab_lvl_1;Costruisci il Laboratorio Idroponico.
gui/hud/objective_name/story/global.endgame.build_hydroponic_lab_lvl_2;Costruisci il Laboratorio Idroponico liv. 2.
gui/hud/objective_name/story/global.endgame.build_hydroponic_lab_lvl_3;Costruisci il Laboratorio Idroponico liv. 3.
gui/hud/objective_name/story/global.endgame.build_hydroponic_lab_lvl_4;Costruisci il Laboratorio Idroponico liv. 4.
gui/hud/objective_name/encounter/encounter_start;Znajdź obszar z anomalią.
