;ITALIAN
DIALOG/story/headquarters/mech_return_from_mission_01;Ashley, ricorda che possiamo viaggiare tra le posizioni planetarie usando l'interfaccia Orbital Scanner quando sei pronto. Puoi anche controllare la nostra lista di obiettivi su quella schermata.
DIALOG/story/headquarters/mech_rift_jump_galatea_01;Salto nella fenditura riuscito. Controllo di tutti i sistemi. Forza gravitazionale 1,05G. Pressione atmosferica entro livelli di sicurezza. Controllo del campo magnetico... errore. Ripetere il controllo del campo magnetico con apparecchiatura fissa. Controllo del posizionamento del sistema stellare... Via Lattea, Cintura di Sycorax, pianeta Galatea 37. Ashley, siamo arrivati.
DIALOG/story/headquarters/mech_rift_jump_galatea_02;Non sono esattamente umano... Anche a te mancano alcune parti, e la parte del paradiso è ancora da determinare. Ricordati il ​​tuo allenamento Ashley. Dovremmo creare una base il prima possibile.
DIALOG/story/headquarters/mech_rift_station_base_01;Ashley, ora che la configurazione di base è completa, dovremmo iniziare a lavorare sul nostro obiettivo primario: costruire una stazione Rift interplanetaria. Ci vorrà molto tempo per costruirla, quindi dovremmo iniziare a lavorarci il prima possibile.
DIALOG/story/headquarters/mech_rift_station_base_02;La costruzione delle fondamenta della Rift Station è stata completata. Dobbiamo costruire tutti i componenti della Rift Station prima di poter iniziare ad alimentare il portale.
DIALOG/story/headquarters/mech_rift_station_base_03;Queste risorse potrebbero non essere presenti da nessuna parte vicino alla nostra posizione. Dovremmo costruire uno scanner orbitale per iniziare a esplorare posizioni interessanti in tutto il pianeta. Ci consentirà di stabilire coordinate precise per i salti di Rift a lungo raggio in tutto il pianeta.
DIALOG/story/headquarters/mech_rift_station_base_04;In corso la costruzione del Fusion Field Accelerator.
DIALOG/story/headquarters/mech_rift_station_base_05;Completata la costruzione del Fusion Field Accelerator.
DIALOG/story/headquarters/mech_rift_station_base_06;Costruzione dell'Hyper Particle Condensator in corso.
DIALOG/story/headquarters/mech_rift_station_base_07;Completata la costruzione dell'Hyper Particle Condensator.
DIALOG/story/headquarters/mech_rift_station_base_08;Costruzione dello stabilizzatore di porta quantistica in corso.
DIALOG/story/headquarters/mech_rift_station_base_09;Qualcuno vorrebbe questo?
DIALOG/story/headquarters/mech_rift_station_base_10;Era uno scherzo?
DIALOG/story/headquarters/mech_rift_station_base_11;Immagino che non abbiano programmato nemmeno quello per te, ahah.
DIALOG/story/headquarters/mech_rift_station_base_12;Completata la costruzione dello stabilizzatore Quantum Gate.
DIALOG/story/headquarters/mech_rift_station_base_started_01;La costruzione delle fondamenta della Rift Station è in corso. Congratulazioni Ashley, questa pietra miliare segna l'inizio del prossimo capitolo della nostra missione su questo pianeta.
DIALOG/story/headquarters/mech_rift_station_base_started_02;Ho ricevuto istruzioni aggiuntive su come motivarvi e mantenere alto il vostro spirito durante questa missione. Sono state effettivamente scritte dal colonnello Norstrom e riviste dall'ammiraglio von Blofeld. Vorreste che leggessi ciò che mi è stato ordinato di dirvi per questa occasione?
DIALOG/story/headquarters/mech_rift_station_base_started_03;Capitano Nowak, sei stato selezionato per il Rift Jump su Galatea 37 come individuo eccezionale. Fai parte dell'élite dell'élite delle Forze di Spedizione della Terra. Durante il tuo servizio con l'Extraterrestrial Science Corps, hai più volte dimostrato coraggio, audacia e una volontà incrollabile di sacrificarti per completare i tuoi obiettivi. Sei dest...
DIALOG/story/headquarters/mech_rift_station_base_started_04;Cosa intendi?
DIALOG/story/headquarters/mech_rift_station_base_started_05;Ti riferisci alla missione Orion? Lavoravi senza di me, allora.
DIALOG/story/headquarters/mech_rift_station_base_started_06;Vuoi che legga altri pezzi motivazionali?
DIALOG/story/headquarters/mech_rift_station_base_started_07;Ricevuto, Ashley, sto archiviando tutti i discorsi motivazionali.
DIALOG/story/headquarters/mech_rift_station_fail_01;Attenzione! La sequenza di ricarica della Rift Station è stata interrotta.
DIALOG/story/headquarters/mech_rift_station_fail_02;La Rift Station deve raffreddarsi dopo il guasto. Dobbiamo sistemare qualsiasi cosa abbia causato l'interruzione della sequenza, aspettare che sia pronta a ricaricarsi di nuovo e poi riavviare l'intera procedura.
DIALOG/story/headquarters/mech_rift_station_fail_03;La Rift Station ha terminato il raffreddamento dopo il guasto ed è pronta per essere ricaricata nuovamente.
DIALOG/story/headquarters/mech_rift_station_fail_coolant_01;Il flusso di refrigerante alla stazione Rift è stato interrotto. Ashley, dobbiamo controllare la nostra fornitura di refrigerante.
DIALOG/story/headquarters/mech_rift_station_fail_plasma_01;Il flusso di Supercharged Plasma alla Rift Station è stato interrotto. Ashley, dobbiamo controllare la nostra fornitura di Supercharged Plasma.
DIALOG/story/headquarters/mech_rift_station_fail_power_01;Rilevata interruzione di corrente alla Rift Station. Ashley, la stazione ha perso corrente e ha smesso di funzionare.
DIALOG/story/headquarters/mech_rift_station_fail_stabilizers_01;Guasto alla stabilizzazione del campo magnetico. Ashley, i nostri stabilizzatori magnetici hanno smesso di funzionare.
DIALOG/story/headquarters/mech_rift_station_open_01;Rift Station, sequenza di accensione completata. Il cancello quantico è stabilizzato. Ashley, siamo pronti ad aprire il portale bidirezionale per tornare sulla Terra.
DIALOG/story/headquarters/mech_rift_station_open_02;Stiamo ricevendo segnali dalla Terra. L'intreccio quantico con la stazione sulla Terra è confermato. Devi inserire manualmente il tuo nucleo di sincronizzazione personale della frattura per confermare la procedura da parte nostra prima che il portale della frattura possa essere aperto.
DIALOG/story/headquarters/mech_rift_station_open_03;Ashley, il tuo obiettivo primario era stabilire un portale bidirezionale per tornare sulla Terra. Studiare l'ecosistema non è una priorità. Il tuo nucleo di sincronizzazione quantistica è accoppiato a un oggetto identico sulla Terra. Questo accoppiamento è fragile. Se non finalizziamo la connessione ora, l'intreccio quantistico collasserà e distruggerà i nuclei di sincronizzazione della frattura. Se non ce ne andiamo ora, non c'è garanzia che saremo mai in grado di tornare sulla Terra...
DIALOG/story/headquarters/mech_rift_station_open_04;Il nucleo di sincronizzazione quantistica Riftbreaker ha completato con successo l'accoppiamento con la stazione di casa. La spaccatura da Galatea 37 alla Terra si sta aprendo.
DIALOG/story/headquarters/mech_rift_station_open_05;Ashley, devi terminare la procedura, altrimenti il ​​portale crollerà. Non potremo tornare sulla Terra se non agisci subito!
DIALOG/story/headquarters/mech_rift_station_open_06;La procedura di accensione della spaccatura ha sovraccaricato il nucleo di sincronizzazione quantistica. Ashley, il portale si sta spegnendo. Non saremo in grado di aprire la spaccatura verso la Terra senza quel nucleo. Perché non hai terminato la procedura?
DIALOG/story/headquarters/mech_rift_station_power_up_01;Ashley, abbiamo assemblato tutti i componenti della Rift Station. Possiamo iniziare a preparare la stazione per la sequenza di accensione. Sto avviando un controllo diagnostico completo su tutti i sottosistemi della stazione.
DIALOG/story/headquarters/mech_rift_station_power_up_02;Diagnostica della stazione completata. Controllo della struttura del portale - ok. Controllo degli accoppiamenti di potenza - ok. Controllo dei condotti del plasma dell'acceleratore di campo di fusione - ok. Flusso del condensatore dell'iperparticella - ok. Controllo del magnetron dello stabilizzatore del cancello quantistico - errore, campo magnetico instabile.
DIALOG/story/headquarters/mech_rift_station_power_up_03;Possiamo stabilizzare il campo magnetico costruendo ulteriori stabilizzatori del campo magnetico attorno alla Rift Station.
DIALOG/story/headquarters/mech_rift_station_power_up_04;Possiamo espandere i nostri avamposti minerari esterni per accelerare il processo di raccolta delle risorse. Possiamo anche usare l'Orbital Scanner per cercare nuove posizioni ricche di risorse.
DIALOG/story/headquarters/mech_rift_station_power_up_05;Gli stabilizzatori magnetici sono in posizione e operativi. Sto rieseguendo la diagnostica sul Quantum Gate Stabilizer. Tutti i sistemi sono controllati, il campo magnetico è stabilizzato, il magnetron quantico è operativo.
DIALOG/story/headquarters/mech_rift_station_power_up_06;Ashley, abbiamo assemblato tutti i componenti della Rift Station. Possiamo iniziare a preparare la stazione per la sequenza di accensione. Cammina sulla Rift Station per avviare un controllo diagnostico completo di tutti i sottosistemi della stazione.
DIALOG/story/headquarters/mech_rift_station_power_up_07;Sto avviando la diagnostica della Rift Station. Ashley, nel frattempo, verifica l'elenco delle risorse necessarie per iniziare la procedura di carica della Rift Station.
DIALOG/story/headquarters/mech_rift_station_ready_01;Ashley, abbiamo completato tutti i preparativi necessari per la sequenza di potenziamento della Rift Station.
DIALOG/story/headquarters/mech_rift_station_ready_02;Tieni presente che una volta avviata la sequenza di accensione, ci vorrà del tempo per completarla. Dovremo mantenere un flusso stabile di tutte le risorse richieste durante quel periodo. La carica iniziale è sufficiente solo per avviare la sequenza di accensione della Rift Station. Il consumo energetico della stazione sarà estremamente elevato durante l'intero processo. Assicurati che la nostra rete energetica possa gestire tale sforzo prima di iniziare la procedura.
DIALOG/story/headquarters/mech_rift_station_ready_03;La Rift Station emetterà un'enorme quantità di onde di energia ad alta frequenza. Abbiamo già irritato la fauna locale con le nostre azioni. Queste emissioni si diffonderanno in un raggio molto ampio, quindi metteranno in allarme tutte le creature potenzialmente aggressive entro chilometri dalla nostra base. Dobbiamo prepararci all'attacco più forte che abbiamo mai visto. Dobbiamo assicurarci che la nostra base sia protetta da tutte le direzioni.
DIALOG/story/headquarters/mech_rift_station_start_01;Avviata la sequenza di accensione della Rift Station. Il flusso di energia sta creando onde elettromagnetiche intense. Sto rilevando piccole perturbazioni del campo gravitazionale.
DIALOG/story/headquarters/mech_rift_station_start_02;Sto rilevando orde di creature che si stanno muovendo verso la nostra base da tutte le direzioni. Ce ne sono migliaia. Ashley, eccoci qui.
DIALOG/story/headquarters/mech_rift_station_start_03;La sequenza di potenziamento della Rift Station è pronta al 25%.
DIALOG/story/headquarters/mech_rift_station_start_04;La sequenza di potenziamento della Rift Station è pronta al 50%.
DIALOG/story/headquarters/mech_rift_station_start_05;La sequenza di potenziamento della Rift Station è pronta al 75%.
DIALOG/story/headquarters/mech_upgrade_hq_l2_01;Sono contento che siamo di nuovo sulla stessa lunghezza d'onda per quanto riguarda la messa in sicurezza adeguata della nostra base.
DIALOG/story/headquarters/mech_upgrade_hq_l2_02;Perché insisti a insultarmi?
DIALOG/story/headquarters/mech_upgrade_hq_l2_03;No, sarebbe inefficiente...
DIALOG/story/headquarters/mech_upgrade_hq_l2_04;Rift Jump and Exploration Mecha-Suit, Mark IV - variante Griffin. Cosa c'è di sbagliato in quel nome?
DIALOG/story/headquarters/mech_warmup_01;Finora, sembra che le scansioni quantistiche a lungo raggio siano state molto accurate. La fauna e la flora locali appaiono quasi esattamente come durante l'addestramento. Segui il protocollo, Ashley.
DIALOG/story/headquarters/mech_warmup_02;Vuoi eseguire un controllo di forza bruta se si tratta di una simulazione?
DIALOG/story/headquarters/mech_warmup_03;Fai?
DIALOG/story/headquarters/mech_warmup_04;Grazie, capitano Nowak.
DIALOG/story/headquarters/mech_warmup_05;Rilevo un folto gruppo di creature che si dirige verso di noi.
DIALOG/story/headquarters/mech_warmup_06;Le difese di base devono essere sufficientemente forti da contenerli.
DIALOG/story/headquarters/mech_warmup_07;Ashley, non abbiamo molte strutture difensive. Preparati a combattere.
DIALOG/story/headquarters/mech_warmup_08;Ashley, sei ancora scettica riguardo al livello di aggressività delle creature locali?
DIALOG/story/headquarters/mech_warmup_09;La Terra è a malapena abitabile a questo punto. Dobbiamo mettere in sicurezza Galatea 37 per la colonizzazione e l'estrazione delle risorse il prima possibile. Non è necessario prendersi cura eccessivamente dell'ambiente locale.
DIALOG/story/headquarters/mech_warmup_10;I nostri obiettivi in ​​questa missione sono chiari e la nostra sopravvivenza e sicurezza sono la massima priorità. Il danno all'ecosistema è inevitabile. Volevi venire qui tu stesso e sapevi cosa bisognava fare. Stai dubitando della missione?
DIALOG/story/jungle/ashley_find_rare_resource_01;Gran parte della flora che cresce qui contiene Hazenite. Molte piante di Galatea si sono adattate a cristallizzare vari minerali direttamente dal terreno. Alcune specie di fauna si nutrono direttamente di questi minerali. È un ecosistema affascinante.
DIALOG/story/jungle/ashley_find_rare_resource_02;Le mie scansioni iniziali di queste grandi forme di vita bulbose, che sembrano un po' alberi fossilizzati con cristalli, indicano che la loro categorizzazione più vicina dovrebbe essere funghi. La loro specifica sottospecie che coltiva cristalli arancioni e fa crescere foglie arancioni sembra nutrirsi di Hazenite nel terreno. Potremmo imparare molto raccogliendo più campioni di questa forma di vita.
DIALOG/story/jungle/ashley_find_rare_resource_03;Abbiamo raccolto abbastanza campioni per iniziare a studiare la gestione dell'Hazenite nell'Alien Research Lab. Questa tecnologia consentirà la creazione di un sacco di nuove attrezzature e la raccolta di Hazenite da una vasta gamma di fauna e flora.
DIALOG/story/jungle/ashley_find_rare_resource_04;Hmm, ci sono un sacco di questi funghi bulbosi che crescono qui. Si nutrono dell'Hazenite dal terreno e la cristallizzano in una forma che può essere raccolta. Se potessimo accelerare la loro crescita, potremmo estrarre l'Hazenite usando questi organismi naturali.
DIALOG/story/jungle/ashley_find_rare_resource_05;Ok, cominciamo.
DIALOG/story/jungle/ashley_find_rare_resource_06;Ottimo. Ho la sensazione che dovremmo rafforzare le nostre difese mentre aspettiamo che il ciclo di crescita si completi. Ogni volta che cerchiamo di sfruttare una qualsiasi delle risorse naturali di questo pianeta, veniamo attaccati da orde di creature aggressive.
DIALOG/story/jungle/ashley_resource_outpost_01;Ottimo, è proprio quello che stavamo cercando. Possiamo creare una grande base mineraria in questa posizione per supportare la nostra sede centrale e la costruzione della stazione di rift.
DIALOG/story/jungle/ashley_resource_outpost_02;Capito, signor Riggs. Assicuriamoci di predisporre solide difese per questo avamposto.
DIALOG/story/jungle/ashley_resource_outpost_03;L'estrazione del cobalto sta procedendo. Questa posizione è molto ricca di risorse. Possiamo anche creare ulteriori fabbriche di Carbonio e Ironio.
DIALOG/story/jungle/mech_find_rare_resource_01;Salto di Rift riuscito. Questa zona è molto ricca di Hazenite. Le mie scansioni hanno indicato un deposito particolarmente grande vicino alla nostra posizione. Consiglio di andarci prima.
DIALOG/story/jungle/mech_find_rare_resource_02;Consiglio di usare il Bioscanner per scansionarli. In questo modo, possiamo raccogliere campioni di ricerca molto più rapidamente.
DIALOG/story/jungle/mech_find_rare_resource_03;Ashley, c'è molta Hazenite in questa zona, ma non è abbastanza concentrata perché la mia Equipaggiamento possa estrarla. Dobbiamo cercarla altrove.
DIALOG/story/jungle/mech_find_rare_resource_04;Potremmo costruire un Cultivator in questa zona per accelerare la crescita di questi funghi. Dovremo fornirgli acqua filtrata per renderlo operativo.
DIALOG/story/jungle/mech_find_rare_resource_05;Il Cultivator è operativo. Ci vorrà del tempo per portare questi funghi alla dimensione in cui potremo raccoglierli in modo efficiente.
DIALOG/story/jungle/mech_find_rare_resource_06;Abbiamo raccolto abbastanza Hazenite per iniziare a creare nuovi equipaggiamenti. Ashley, possiamo restare qui e raccogliere altri minerali oppure possiamo tornare ai nostri obiettivi primari.
DIALOG/story/jungle/mech_find_rare_resource_07;Ashley, dovremmo raccogliere più esemplari di ricerca di questa specie in modo che le mie subroutine AI possano familiarizzarsi con essa. Questo mi permetterà di raccogliere Hazenite direttamente da queste forme di vita.
DIALOG/story/jungle/mech_find_rare_resource_08;Abbiamo raggiunto un livello di Familiarità sufficientemente alto per questa specie, che ora possiamo coltivarne gli alberelli costruendo l'edificio del Coltivatore. Possiamo continuare a raccogliere campioni di ricerca per migliorare la nostra conoscenza su questa o qualsiasi altra specie.
DIALOG/story/jungle/mech_find_rare_resource_09;Possiamo automatizzare il processo di raccolta delle risorse costruendo un edificio Mietitore vicino al Coltivatore.
DIALOG/story/jungle/mech_find_rare_resource_10;I nemici in questa zona possono nascondersi dai nostri sensori. Non sono così numerosi come nelle altre parti di questo bioma, ma possono essere ancora più pericolosi. Sii vigile, Ashley. Non sarò in grado di avvisarti di attacchi in arrivo.
DIALOG/story/jungle/mech_resource_outpost_01;Salto di Rift riuscito. Le scansioni iniziali indicano ricche vene di Cobalto nell'area, nonché molteplici depositi di Ironio e Carbonio.
DIALOG/story/jungle/mech_resource_outpost_02;Ashley, sto rilevando molta più attività in questa zona. Dovremmo aspettarci una forte resistenza da parte delle creature locali.
DIALOG/story/jungle/mech_resource_outpost_03;Ricorda che non dobbiamo costruire tutto in una volta. Possiamo liberamente fare rift jump tra gli avamposti e tornare qui più tardi se dobbiamo espandere le nostre operazioni di estrazione.
DIALOG/story/magma/ashley_find_new_resource_01;Sig. Riggs, riesce a individuare le rocce in arrivo che potrebbero rappresentare una minaccia per la sua armatura?
DIALOG/story/magma/ashley_find_new_resource_02;Ok, questa missione sarà intensa. Dovremo schivare i bombardamenti vulcanici e cercare il Titanium allo stesso tempo.
DIALOG/story/magma/ashley_find_new_resource_03;Ha perfettamente senso. Equipaggia il Geoscanner e iniziamo a cacciare tesori!
DIALOG/story/magma/ashley_find_new_resource_04;Ottimo. Mettiamo in coda il download della tecnologia di gestione del titanio appropriata e iniziamo a cercare una buona posizione per un avamposto di estrazione del titanio.
DIALOG/story/magma/ashley_find_rare_resource_01;Ok, prendiamo il Geoscanner e iniziamo a cercare la Ferdonite. Sono sicuro che possiamo creare qualche equipaggiamento speciale con esso.
DIALOG/story/magma/ashley_find_rare_resource_02;Abbiamo raccolto abbastanza campioni di cristallo per iniziare a studiare la gestione della Ferdonite. Questo sbloccherà un sacco di tecnologie esotiche.
DIALOG/story/magma/ashley_find_rare_resource_03;Ottimo, dovremmo raccogliere quanta più Ferdonite possibile. Ci permetterà di costruire nuovi equipaggiamenti che potremo usare per manipolare le onde gravitazionali. Ho sentito parlare di tali invenzioni, ma non le ho mai viste di persona prima.
DIALOG/story/magma/ashley_find_rare_resource_04;Oh, questo complica ulteriormente le cose...
DIALOG/story/magma/ashley_find_rare_resource_05;Abbiamo raccolto una quantità considerevole di Ferdonite. Dovrebbe essere sufficiente per iniziare a creare nuovo equipaggiamento. Possiamo restare qui e cercare di trovarne ancora di più, oppure tornare ai nostri obiettivi primari.
DIALOG/story/magma/ashley_find_rare_resource_06;Possiamo usare il Bioscanner per raccogliere campioni di ricerca in modo più efficiente. È lo strumento perfetto per questo compito.
DIALOG/story/magma/ashley_find_samples_01;Wow, i parametri in questa zona sono pazzeschi. È come un pianeta completamente diverso. La gravità in questo posto si comporta in modo strano. Qualcosa deve essere la causa.
DIALOG/story/magma/ashley_find_samples_02;Hai ragione, possiamo indagare su cosa sta causando queste anomalie mentre andiamo avanti. Possiamo posizionare i Radar nelle zone sicure create dai crio-impianti.
DIALOG/story/magma/ashley_find_samples_03;Costruire CryoStation non avrà molto senso finché non troveremo un giacimento di titanio molto più grande. Non sprechiamo titanio a meno che non sia necessario.
DIALOG/story/magma/ashley_find_samples_04;Ok, abbiamo costruito la prima stazione radar. Non è facile fornire abbastanza energia in questo bioma. L'atmosfera è molto densa e sta riducendo l'efficacia dei generatori eolici e solari.
DIALOG/story/magma/ashley_find_samples_05;Ottimo, andiamo lì e cerchiamolo con il Geoscanner.
DIALOG/story/magma/ashley_find_samples_06;Ce l'abbiamo. Ma la quantità di titanio in questo deposito non è impressionante, per usare un eufemismo.
DIALOG/story/magma/ashley_find_samples_07;Ok, iniziamo la procedura di scansione orbitale. Dobbiamo trovare altro titanio.
DIALOG/story/magma/ashley_resource_outpost_01;Ottimo, abbiamo fatto centro. Cerchiamo una posizione facile da difendere vicino a uno dei depositi di titanio per stabilire un avamposto.
DIALOG/story/magma/ashley_resource_outpost_02;Potremmo anche iniziare a costruire accanto a una zona di crio-piante. Tuttavia, ciò può essere pericoloso, poiché queste piante potrebbero essere distrutte durante un attacco.
DIALOG/story/magma/ashley_resource_outpost_03;Siamo praticamente circondati da enormi quantità di energia immagazzinata nel magma che ci circonda. Sarebbe possibile utilizzare il magma come liquido per produrre energia se investissimo in una tecnologia appropriata.
DIALOG/story/magma/ashley_resource_outpost_04;Hai ragione. Proteggiamo la nostra base e acceleriamo il processo di estrazione il prima possibile.
DIALOG/story/magma/ashley_resource_outpost_05;Gli attacchi contro il nostro avamposto stanno aumentando in forza e numero. Dovremmo costruire torri difensive più avanzate per proteggere la nostra base. Questa zona è molto ricca di risorse, quindi possiamo stabilire basi minerarie aggiuntive se abbiamo bisogno di espandere la nostra economia.
DIALOG/story/magma/ashley_resource_outpost_06;L'operazione mineraria deve averne disturbati molti. Avremo bisogno di torri di difesa avanzate per respingere queste creature. Inoltre, non dimentichiamo di installare campi minati sui percorsi critici verso il nostro avamposto.
DIALOG/story/magma/ashley_resource_outpost_07;Niente è facile in questo posto. Caldo intenso, bombardamento di rocce vulcaniche, giganti di pietra che camminano e sciami di serpenti sputafuoco. Può essere più difficile di così?
DIALOG/story/magma/ashley_resource_outpost_08;Questo avamposto rimarrà una base operativa permanente. Possiamo persino costruire più miniere e fabbriche qui per dare una spinta alla nostra economia. Tutte le risorse che vengono prodotte qui saranno automaticamente trasferite al nostro quartier generale finché l'Orbital Scanner sarà operativo. I viaggi e i trasporti a lunga distanza attraverso le fenditure non sono possibili senza di esso.
DIALOG/story/magma/ashley_scout_01;Siamo atterrati nel mezzo di un'area vulcanica attiva. Ci aspettavamo temperature elevate, ma non così elevate. Le misurazioni dell'Orbital Scanner erano diverse. Qualcosa non va. Non sopravviveremo qui a lungo.
DIALOG/story/magma/ashley_scout_02;Abbiamo ricevuto delle letture anomale dall'Orbital Scanner. Potrebbe essere questo. Dobbiamo indagare.
DIALOG/story/magma/ashley_scout_03;È incredibile. Queste piante sono diverse da qualsiasi cosa abbia mai visto prima. La temperatura attorno a loro è molto al di sotto della temperatura di congelamento dell'acqua.
DIALOG/story/magma/ashley_scout_04;I composti chimici secreti da queste piante reagiscono con i gas vulcanici presenti qui. Questa reazione risucchia enormi quantità di energia dallo spazio circostante, con conseguente raffreddamento molto rapido dell'ambiente circostante. È un meccanismo di sopravvivenza sorprendente.
DIALOG/story/magma/ashley_scout_05;Dovremmo provare a replicare questo effetto. Dobbiamo raccogliere abbastanza campioni di questa pianta per studiarla nel nostro laboratorio. Possiamo farlo tagliandoli o usando il Bioscanner.
DIALOG/story/magma/ashley_scout_06;Facciamolo il prima possibile. Se riusciamo a imparare a replicare questo effetto, allora dovremmo essere in grado di muoverci liberamente in questo bioma.
DIALOG/story/magma/mech_find_new_resource_01;Salto nella spaccatura riuscito. Attenzione! Rilevata eruzione vulcanica nelle vicinanze. Fai attenzione ai detriti che cadono.
DIALOG/story/magma/mech_find_new_resource_02;Affermativo, ho abilitato la previsione di impatto del proiettile e sto attivamente contrassegnando le posizioni di collisione stimate. Evita questi marcatori non appena li vedi. Abbiamo solo pochi secondi per agire.
DIALOG/story/magma/mech_find_new_resource_03;Ashley, l'Orbital Scanner ha rilevato depositi di titanio nascosti sottoterra. Se riusciamo a raccogliere abbastanza titanio da questa zona, dovremmo essere in grado di studiare la composizione geologica dei minerali ricchi di titanio presenti su questo pianeta. Il prossimo passo logico sarà stabilire un avamposto minerario permanente di titanio.
DIALOG/story/magma/mech_find_new_resource_04;Missione compiuta. Abbiamo raccolto abbastanza Titanio per poter studiare i suoi modelli di presenza geologica su Galatea 37.
DIALOG/story/magma/mech_find_rare_resource_01;Salto di Rift riuscito. L'Orbital Scanner ha segnalato grandi condensazioni di Ferdonite in questa zona. Possiamo raccoglierla dai cristalli blu intrecciati che crescono qui o provare a localizzarla con il Geoscanner.
DIALOG/story/magma/mech_find_rare_resource_02;Puoi anche usare il Bioscanner per scansionare le formazioni di cristalli blu intrecciati. Se riusciamo a raccogliere abbastanza campioni di questi cristalli, allora saremo in grado di imparare come ottenere più Ferdonite. Forse potremmo anche coltivarla.
DIALOG/story/magma/mech_find_rare_resource_03;Ashley, ho individuato una condensazione significativa di Ferdonite vicino alla nostra posizione. Ho segnato la sua posizione approssimativa sulla nostra mappa.
DIALOG/story/magma/mech_find_rare_resource_04;Ashley, pare che la maggior parte della Ferdonite sia contenuta in queste creature. Sono la fonte delle mie letture.
DIALOG/story/magma/mech_find_rare_resource_05;Dobbiamo raccogliere più campioni dalle formazioni di cristalli blu intrecciati per raccogliere direttamente la Ferdonite da esse. Posso estrarre più dati e risorse da vari oggetti dopo che le mie subroutine AI si sono familiarizzate con più campioni. Forse potremmo anche far crescere questi cristalli dopo aver raggiunto un livello di familiarità sufficientemente alto.
DIALOG/story/magma/mech_find_rare_resource_06;Ashley, abbiamo raccolto abbastanza dati su questi cristalli per iniziare a raccogliere la Ferdonite direttamente da loro. Se potessimo raccogliere abbastanza campioni di ricerca per raggiungere il successivo Livello di familiarità, allora potremmo coltivare questi cristalli usando un Coltivatore.
DIALOG/story/magma/mech_find_rare_resource_07;Ashley, sembra che il giacimento di Ferdonite si trovi all'interno di questo nido di Krocoon...
DIALOG/story/magma/mech_find_samples_01;Salto nella spaccatura riuscito. Rilevata anomalia gravitazionale. Forza gravitazionale 0,56G. Rilevata anomalia del campo magnetico. I miei sensori stanno ricevendo molte interferenze.
DIALOG/story/magma/mech_find_samples_02;Ashley, concentriamoci sulla ricerca del deposito di titanio che dovrebbe trovarsi da qualche parte in questa zona. Possiamo triangolarne la posizione costruendo una rete di radar.
DIALOG/story/magma/mech_find_samples_03;Possiamo anche costruire le nostre CryoStation. Tuttavia, richiedono il Titanio per essere costruite. Possiamo trovare piccole quantità di Titanio raccogliendo CryoPlants.
DIALOG/story/magma/mech_find_samples_04;Ci serviranno alcune stazioni radar aggiuntive per triangolare la posizione del deposito di titanio. Cercate di posizionarle il più lontano possibile l'una dall'altra. Devono coprire un'area ampia.
DIALOG/story/magma/mech_find_samples_05;Ashley, abbiamo costruito abbastanza stazioni radar per localizzare il deposito di titanio. Sto segnando la sua posizione approssimativa sulla nostra mappa.
DIALOG/story/magma/mech_find_samples_06;È sufficiente fornire dati all'Orbital Scanner per cercare giacimenti più significativi nel sottosuolo.
DIALOG/story/magma/mech_resource_outpost_01;Salto di Rift riuscito. Sto rilevando diversi depositi di titanio estraibili nelle immediate vicinanze della nostra posizione.
DIALOG/story/magma/mech_resource_outpost_02;Ashley, ricorda che in questo bioma dobbiamo raffreddare l'ambiente circostante prima di posizionare qualsiasi edificio. Inizia costruendo CryoStation nel luogo in cui vuoi costruire la tua base.
DIALOG/story/magma/mech_resource_outpost_03;Dobbiamo cambiare il nostro approccio alla generazione di energia in questo avamposto. L'atmosfera in questo bioma è molto densa. Blocca la luce solare e riduce l'efficacia dei pannelli solari. Anche l'attività del vento è molto bassa, quindi le turbine eoliche non producono molta energia. Tuttavia, sto rilevando molteplici sfiati geotermici e ricchi depositi di carbonio. Possiamo posizionare centrali elettriche su queste risorse.
DIALOG/story/magma/mech_resource_outpost_04;Ashley, non dimentichiamo che siamo venuti qui per iniziare a estrarre il titanio per la nostra stazione Rift. Ricordati di piazzare miniere di elementi rari sui depositi di titanio che abbiamo trovato qui.
DIALOG/story/magma/mech_resource_outpost_05;Abbiamo estratto metà del titanio che ci serve per finire di costruire il Quantum Gate Stabilizer per la Rift Station. Sto rilevando un'attività aumentata tra la fauna locale.
DIALOG/story/magma/mech_resource_outpost_06;Attenzione! Sto rilevando un enorme sciame di creature che si sta dirigendo verso il nostro avamposto. Abbiamo ancora un po' di tempo per prepararci. Rafforzate le nostre difese il più possibile. Questo attacco sarà molto forte.
DIALOG/story/magma/mech_resource_outpost_07;Non ho rilevato grandi gruppi di creature nelle vicinanze della nostra base. Abbiamo respinto l'attacco.
DIALOG/story/magma/mech_resource_outpost_08;Abbiamo raccolto abbastanza Titanio per costruire il Quantum Gate Stabilizer. Dovremmo tornare al quartier generale per iniziare il processo di costruzione.
DIALOG/story/magma/mech_scout_01;Salto nella fenditura riuscito. Attenzione, temperatura sopra i livelli di sicurezza. Questa zona è più calda di quanto ci aspettassimo. La mia armatura subirà danni a causa del calore.
DIALOG/story/magma/mech_scout_02;Ashley, sto rilevando diverse anomalie di temperatura vicino alla nostra posizione. Sembra che i miei sensori siano rotti. La temperatura scende improvvisamente in queste aree di centinaia di gradi.
